img,id_poroto,area_mm2,perimetro_mm,eje_mayor_mm,eje_menor_mm,cx_px,cy_px,RGB_dom,HSV_dom,proportion_dom,area_px_dom,image_path,RGB_lote,HSV_lote,area_px_lote
PL06_2.TIF,3,156.501703125,49.088729945047085,17.080439368533423,11.780051072814045,3550.506086956522,2492.5587890499196,"(101, 38, 6)","(10, 240, 101)",0.4603478260869565,155250,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL06_2.TIF,"(90, 37, 16)","(9, 210, 90)",155250
PL06_2.TIF,4,137.064242,46.37395834393075,15.243414774242265,11.534345799000613,3786.5877338785594,1129.5282787126382,"(15, 3, 6)","(173, 204, 15)",0.5226965168274889,135968,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL06_2.TIF,"(47, 24, 16)","(8, 168, 47)",135968
PL07_1.TIF,1,67.71155812500001,31.433407119716925,10.587217072538513,8.184318894167141,987.4110912609796,1270.8727259193092,"(213, 195, 161)","(20, 62, 213)",0.499344945660265,67170,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(192, 176, 143)","(20, 65, 192)",67170
PL07_1.TIF,2,104.25886406250001,40.39483774146218,13.955986549179961,9.681068937507767,1044.2073386511966,2196.8270630891952,"(214, 199, 171)","(20, 51, 214)",0.5939666424945613,103425,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(197, 183, 156)","(20, 53, 197)",103425
PL07_1.TIF,3,100.03810637500001,39.19262376758642,13.273657505238527,9.725678086304558,1223.435397730708,864.7847397166408,"(213, 195, 163)","(19, 60, 213)",0.5262298716217578,99238,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(193, 176, 145)","(19, 63, 193)",99238
PL07_1.TIF,4,92.88388681250001,37.13751224213831,12.995773522696863,9.169722030772972,1746.8173451557939,2115.0028543210947,"(210, 191, 156)","(19, 66, 210)",0.5176305879033221,92141,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(190, 170, 134)","(19, 75, 190)",92141
PL07_1.TIF,5,98.3435533125,38.57303145121849,13.300636969101017,9.503331512723213,1952.2151665180356,842.0620252775301,"(213, 199, 169)","(20, 53, 213)",0.6046413891366074,97557,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(197, 185, 156)","(21, 53, 197)",97557
PL07_1.TIF,6,78.7669795625,34.49494553787729,12.27147388143092,8.215203571237964,2342.385694357347,2807.8557533562844,"(211, 196, 167)","(20, 53, 211)",0.5347658599639096,78137,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(193, 179, 150)","(20, 57, 193)",78137
PL07_1.TIF,7,100.888911125,39.450589078459046,13.958932141161261,9.320651964103558,2405.1123678583563,1160.3219559960833,"(211, 196, 167)","(20, 53, 211)",0.5429048180491997,100082,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(193, 179, 152)","(20, 54, 193)",100082
PL07_1.TIF,8,93.54315968750001,37.27859815547951,12.736986288536944,9.437389579118541,2819.0355622608977,707.1221617544048,"(211, 195, 166)","(19, 54, 211)",0.5317312355191551,92795,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(192, 178, 150)","(20, 56, 192)",92795
PL07_1.TIF,9,78.118795375,33.81823529303453,11.281962546820859,8.881065675022962,3347.298590858647,1726.7610137559036,"(211, 195, 165)","(20, 56, 211)",0.5524685782125067,77494,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(192, 177, 148)","(20, 58, 192)",77494
PL07_1.TIF,10,96.5814600625,38.15405973731913,12.895518844150672,9.683662955974123,3405.743677525076,2765.10537632164,"(213, 199, 170)","(20, 51, 213)",0.5395317767641871,95809,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(194, 181, 153)","(20, 54, 194)",95809
PL07_1.TIF,11,82.8798745625,35.468461017924476,12.58590351015463,8.450967606978587,3782.0164564506126,986.4504299597406,"(207, 192, 163)","(20, 54, 207)",0.5067321843414379,82217,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(187, 173, 145)","(20, 57, 187)",82217
PL07_1.TIF,12,95.550212125,38.4356840688207,13.679067058555065,8.97224649508976,4423.730888527842,2307.0513894456985,"(213, 199, 172)","(20, 49, 213)",0.5311649399700378,94786,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_1.TIF,"(191, 179, 154)","(20, 49, 191)",94786
PL07_2.TIF,1,68.606717625,31.687407119716923,10.777401700085068,8.150020403371448,1376.611684151753,831.1659319991771,"(210, 192, 159)","(19, 62, 210)",0.48659966499162477,68058,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(189, 173, 141)","(20, 65, 189)",68058
PL07_2.TIF,2,92.9020319375,37.31579559426881,12.961060853745563,9.199228440843427,2107.3193285517423,1876.1519873262514,"(214, 194, 159)","(19, 66, 214)",0.557818552718671,92159,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(194, 174, 138)","(19, 74, 194)",92159
PL07_2.TIF,3,184.84338031250002,66.92684892856121,19.25884121394752,13.259548080413042,2187.4082785700652,2827.9842827148036,"(216, 200, 171)","(19, 53, 216)",0.5779019987456712,183365,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(198, 183, 155)","(20, 55, 198)",183365
PL07_2.TIF,4,93.0532413125,37.13938150761001,12.774888211825125,9.363802263814932,2459.104280189364,1778.9788319665472,"(213, 196, 165)","(19, 57, 213)",0.5455264383754563,92309,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(196, 179, 149)","(19, 61, 196)",92309
PL07_2.TIF,5,78.07444062500001,33.73162376758642,11.13070613121556,8.994604529096003,2708.016061975468,551.3666107165914,"(214, 197, 166)","(19, 57, 214)",0.5565655261459006,77450,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(194, 179, 149)","(20, 59, 194)",77450
PL07_2.TIF,6,100.31532356250001,39.34273529303453,13.3955943128119,9.659268912753726,2802.6666365198516,1592.9384301548541,"(212, 193, 161)","(19, 61, 212)",0.5637856360475516,99513,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(192, 176, 145)","(20, 62, 192)",99513
PL07_2.TIF,7,94.75283468750001,38.12137510458328,13.578639171691913,8.966382742946644,3099.7614128411087,672.9398904197031,"(214, 200, 173)","(20, 49, 214)",0.5642853343262939,93995,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(196, 183, 157)","(20, 51, 196)",93995
PL07_2.TIF,8,96.3899281875,38.2310981554795,12.85369573946019,9.691678104545534,3125.363191415932,2702.7675880316674,"(214, 200, 172)","(20, 50, 214)",0.53471590374298,95619,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(194, 181, 154)","(20, 53, 194)",95619
PL07_2.TIF,9,97.5088775625,38.21591725177666,13.449115880353991,9.319212294629997,3675.722833896763,2233.185177144393,"(212, 198, 169)","(20, 52, 212)",0.5854500718502207,96729,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(196, 184, 157)","(21, 51, 196)",96729
PL07_2.TIF,10,179.50367325000002,72.05229770434738,20.544954985825182,12.385841864519719,4053.1522901363523,1084.1669980007637,"(213, 197, 167)","(20, 55, 213)",0.552300244850282,178068,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL07_2.TIF,"(196, 182, 152)","(20, 57, 196)",178068
PL08_1.TIF,1,128.699339375,44.51672994504708,15.57683657105955,10.63623539816386,1746.9808882274615,723.6029920889794,"(216, 202, 175)","(20, 48, 216)",0.5000548288556435,127670,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_1.TIF,"(197, 183, 157)","(20, 52, 197)",127670
PL08_1.TIF,2,121.7326194375,42.52543913485057,14.817276599041742,10.506141564718137,2037.127278298098,1666.0311860813688,"(217, 204, 182)","(19, 41, 217)",0.6264543429475236,120759,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_1.TIF,"(203, 191, 171)","(19, 40, 203)",120759
PL08_1.TIF,3,133.0713064375,44.604436460856846,15.11411320398457,11.313324069504365,2785.6215276462613,1277.6143462089133,"(221, 208, 186)","(19, 40, 221)",0.6399887884733385,132007,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_1.TIF,"(206, 195, 173)","(20, 41, 206)",132007
PL08_1.TIF,4,132.3031628125,44.632060792358416,15.626820379005183,10.888196156238484,3073.17229608747,2325.0310945178862,"(215, 203, 182)","(19, 39, 215)",0.6211589012914778,131245,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_1.TIF,"(200, 190, 170)","(20, 38, 200)",131245
PL08_1.TIF,5,124.76285531250001,43.278092807492065,15.216232664996946,10.48958258931889,3962.909255443785,1455.0428796509514,"(219, 206, 180)","(20, 45, 219)",0.5531854724679837,123765,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_1.TIF,"(200, 188, 163)","(20, 47, 200)",123765
PL08_2.TIF,1,128.699339375,44.51672994504708,15.57683657105955,10.63623539816386,1746.9808882274615,723.6029920889794,"(216, 202, 175)","(20, 48, 216)",0.5000548288556435,127670,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_2.TIF,"(197, 183, 157)","(20, 52, 197)",127670
PL08_2.TIF,2,121.7326194375,42.52543913485057,14.817276599041742,10.506141564718137,2037.127278298098,1666.0311860813688,"(217, 204, 182)","(19, 41, 217)",0.6264543429475236,120759,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_2.TIF,"(203, 191, 171)","(19, 40, 203)",120759
PL08_2.TIF,3,133.0713064375,44.604436460856846,15.11411320398457,11.313324069504365,2785.6215276462613,1277.6143462089133,"(221, 208, 186)","(19, 40, 221)",0.6399887884733385,132007,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_2.TIF,"(206, 195, 173)","(20, 41, 206)",132007
PL08_2.TIF,4,132.3031628125,44.632060792358416,15.626820379005183,10.888196156238484,3073.17229608747,2325.0310945178862,"(215, 203, 182)","(19, 39, 215)",0.6211589012914778,131245,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_2.TIF,"(200, 190, 170)","(20, 38, 200)",131245
PL08_2.TIF,5,124.76285531250001,43.278092807492065,15.216232664996946,10.48958258931889,3962.909255443785,1455.0428796509514,"(219, 206, 180)","(20, 45, 219)",0.5531854724679837,123765,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL08_2.TIF,"(200, 188, 163)","(20, 47, 200)",123765
PL09_1.TIF,1,99.77500206250001,38.72446474695749,13.360923953668227,9.602763441140246,1596.3604271699485,1842.0420602766299,"(214, 203, 182)","(20, 38, 214)",0.5947543368661407,98977,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(197, 187, 167)","(20, 39, 197)",98977
PL09_1.TIF,2,93.5673531875,37.246461017924474,12.81929820470255,9.333182800686874,1718.7189153082882,937.1338626789774,"(213, 199, 176)","(19, 44, 213)",0.5787392667449552,92819,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(196, 184, 161)","(20, 46, 196)",92819
PL09_1.TIF,3,196.73750975000002,74.55423205512567,25.96131249793455,11.437029008456758,2276.642925949458,2378.3889805496915,"(216, 205, 183)","(20, 39, 216)",0.5697157262609908,195164,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(198, 187, 165)","(20, 42, 198)",195164
PL09_1.TIF,4,108.04413875,40.400445537877296,14.313642023034717,9.651760800386063,2350.329856316477,1692.911839895503,"(216, 202, 177)","(19, 46, 216)",0.603853330845307,107180,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(200, 187, 162)","(20, 48, 200)",107180
PL09_1.TIF,5,108.8657096875,40.15414937969334,13.546014280526036,10.289586782583433,2646.8560488911526,1287.1428769850456,"(214, 202, 180)","(19, 41, 214)",0.5731006065095606,107995,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(196, 185, 163)","(20, 43, 196)",107995
PL09_1.TIF,6,127.09147968750001,44.304213409960624,15.565463501289578,10.485052316150629,2943.132191156058,2739.0835693039858,"(215, 203, 179)","(20, 43, 215)",0.6074320840769384,126075,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(198, 186, 162)","(20, 46, 198)",126075
PL09_1.TIF,7,82.04116656250001,34.94395834393075,12.196516885919978,8.58412119313435,2967.9454936413345,739.0186889475948,"(214, 201, 178)","(19, 43, 214)",0.542446396756159,81385,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(197, 185, 163)","(19, 44, 197)",81385
PL09_1.TIF,8,98.8919393125,38.587117364559695,13.76053379223534,9.168799002428917,3144.6326235206575,1794.8666680258102,"(211, 196, 168)","(20, 52, 211)",0.6132557262413227,98101,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(196, 182, 155)","(20, 53, 196)",98101
PL09_1.TIF,9,77.388958125,33.83792900279083,11.46495461842144,8.609233004289575,3308.942243063697,2438.07771264817,"(212, 197, 172)","(19, 48, 212)",0.5339846294125309,76770,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(194, 181, 156)","(20, 50, 194)",76770
PL09_1.TIF,10,79.57544568750001,34.239623767586416,11.853230929431808,8.577462439225496,3331.094896058982,1223.226770037624,"(206, 192, 160)","(21, 57, 206)",0.5192490403982822,78939,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(188, 175, 143)","(21, 61, 188)",78939
PL09_1.TIF,11,105.49777287500001,39.62755066029868,13.989732454338611,9.642587713057342,3538.3115122212243,2051.7534924608713,"(218, 206, 184)","(19, 40, 218)",0.6037896305922372,104654,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_1.TIF,"(203, 191, 170)","(19, 41, 203)",104654
PL09_2.TIF,1,98.6379075625,38.47871608395434,13.36552554167179,9.487795301264562,1580.6883463295485,2243.27617042586,"(216, 204, 182)","(19, 40, 216)",0.6153460944925344,97849,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(200, 189, 168)","(20, 41, 200)",97849
PL09_2.TIF,2,212.24554325000003,68.3995655764307,21.575647780926392,13.791258745902303,1768.4881879666395,1008.7268033892509,"(215, 202, 179)","(19, 43, 215)",0.5843085662176796,210548,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(198, 186, 162)","(20, 46, 198)",210548
PL09_2.TIF,3,94.7709798125,37.57617766579397,12.931057332122432,9.366147665073395,1898.298139618989,2330.3506217225276,"(216, 202, 178)","(19, 45, 216)",0.6503568655398722,94013,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(204, 191, 167)","(19, 46, 204)",94013
PL09_2.TIF,4,92.2709848125,36.91487510458328,12.659101990135524,9.320259436694974,2192.270907760043,1742.8160226366447,"(215, 204, 183)","(20, 38, 215)",0.5425147214665749,91533,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(196, 185, 165)","(19, 40, 196)",91533
PL09_2.TIF,5,81.372821125,34.84193913485057,12.105417763586368,8.578404299985058,2466.079036693838,766.7275835583856,"(210, 196, 172)","(19, 46, 210)",0.6148385817992617,80722,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(196, 182, 159)","(19, 48, 196)",80722
PL09_2.TIF,6,127.9019619375,44.30872621601408,15.640678838795617,10.50102814880174,2509.0137138533564,2345.232717786237,"(215, 203, 179)","(20, 43, 215)",0.6196927781587181,126879,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(198, 186, 163)","(20, 45, 198)",126879
PL09_2.TIF,7,203.76975375,71.36414508674517,21.22331362539578,13.463662340991336,2930.568981893737,1537.4228851291184,"(215, 201, 175)","(20, 47, 215)",0.5970268130998319,202140,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(199, 186, 160)","(20, 50, 199)",202140
PL09_2.TIF,8,77.29420025,33.50502131915876,11.457789895473683,8.602888771997307,3044.949788721373,2750.017084876624,"(208, 194, 171)","(19, 45, 208)",0.5772079920705305,76676,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(191, 179, 156)","(20, 47, 191)",76676
PL09_2.TIF,9,80.60870975,34.483276385188624,11.970118830609067,8.602721539684886,3636.7518883497573,1158.3925391426142,"(208, 194, 164)","(20, 54, 208)",0.5625281376619479,79964,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(190, 178, 149)","(21, 55, 190)",79964
PL09_2.TIF,10,107.6721636875,40.25694286388357,14.000228323133063,9.831275421390576,3754.379314864574,2136.851710029866,"(216, 205, 184)","(20, 38, 216)",0.5895085712145752,106811,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL09_2.TIF,"(199, 189, 169)","(20, 38, 199)",106811
PL10_1.TIF,1,86.580472,36.507025048191764,12.664639161777705,8.746617460418479,1608.0386899217585,1844.6724455104322,"(214, 202, 184)","(18, 36, 214)",0.5027826937406855,85888,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(196, 184, 167)","(18, 38, 196)",85888
PL10_1.TIF,2,99.2689546875,38.23638523664302,12.989438226650849,9.778971997412262,1800.3539172378776,630.3529525260218,"(220, 208, 187)","(19, 38, 220)",0.5822086824067022,98475,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(204, 193, 173)","(19, 39, 204)",98475
PL10_1.TIF,3,94.53610125,37.488471149984214,13.143815964052973,9.1855297716521,1971.5939752612496,1105.4510343356792,"(218, 206, 184)","(19, 40, 218)",0.604510556621881,93780,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(202, 191, 171)","(19, 39, 202)",93780
PL10_1.TIF,4,71.167196375,32.48902131915875,11.011056613229174,8.267222294206944,2128.7528825179184,2097.1472704609196,"(218, 203, 181)","(18, 43, 218)",0.48287486897645826,70598,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(200, 185, 162)","(18, 48, 200)",70598
PL10_1.TIF,5,94.231666375,37.1144007166902,12.755423958226194,9.438732767308245,2307.8191553092706,2439.1751214189435,"(216, 202, 183)","(17, 39, 216)",0.5266907721602944,93478,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(199, 187, 168)","(18, 40, 199)",93478
PL10_1.TIF,6,85.62785293750001,35.73545194090402,12.497512661602547,8.745050261173967,2494.6230531062006,1686.8003366963728,"(215, 200, 178)","(18, 44, 215)",0.5662149912294127,84943,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(199, 186, 165)","(19, 44, 199)",84943
PL10_1.TIF,7,58.280125375000004,28.9444636919182,9.56693097892891,7.787480328524335,2574.7399937731348,989.5881101463314,"(208, 193, 168)","(19, 49, 208)",0.4828242294253987,57814,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(195, 179, 153)","(19, 55, 195)",57814
PL10_1.TIF,8,83.7629373125,34.953531451218495,11.567303243222895,9.24555815925669,2935.184407832188,2361.0077022131827,"(215, 203, 181)","(19, 40, 215)",0.6264306259251682,83093,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(199, 187, 166)","(19, 42, 199)",83093
PL10_1.TIF,9,100.10564656250001,38.60197755301094,13.547624133899555,9.45955325615175,3025.4488595740395,1052.9526509239213,"(220, 208, 187)","(19, 38, 220)",0.5987211117264992,99305,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(205, 194, 173)","(20, 40, 205)",99305
PL10_1.TIF,10,73.4282805625,32.62504693126568,10.973723441733158,8.540172128698272,3088.585068848588,662.5650389203882,"(212, 197, 175)","(18, 45, 212)",0.5945827212696146,72841,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(196, 182, 161)","(18, 46, 196)",72841
PL10_1.TIF,11,102.461488625,38.81294553787729,13.221012453593636,9.88684964392061,3191.5616083902323,1575.3597922118809,"(220, 208, 189)","(18, 36, 220)",0.6156510104090829,101642,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(204, 193, 174)","(19, 38, 204)",101642
PL10_1.TIF,12,102.67015756250001,38.713569869378865,13.11103536904066,10.016521812227838,3440.763866115524,1118.6254847863013,"(214, 200, 177)","(19, 44, 214)",0.638778976720439,101849,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_1.TIF,"(199, 186, 164)","(19, 45, 199)",101849
PL10_2.TIF,1,58.1621820625,28.95668033978769,9.520503322089041,7.809206549392148,1803.0308681560566,1853.3415082239978,"(207, 192, 167)","(19, 49, 207)",0.47477338509801204,57697,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(192, 178, 152)","(20, 53, 192)",57697
PL10_2.TIF,2,87.114745125,36.03941352274365,12.620989256170622,8.815630788546898,1982.8442801268254,2339.3714388206163,"(218, 203, 180)","(18, 44, 218)",0.6562868846768034,86418,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(206, 191, 169)","(18, 46, 206)",86418
PL10_2.TIF,3,86.8032538125,36.35823529303453,12.622386012143153,8.798860689825094,2249.560661487185,1415.646401653718,"(216, 203, 185)","(17, 37, 216)",0.4815872905271226,86109,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(197, 185, 167)","(18, 39, 197)",86109
PL10_2.TIF,4,73.47162725,32.92526998216189,10.995997206838524,8.52884011052393,2276.146808627408,2321.6916195598487,"(214, 199, 177)","(18, 44, 214)",0.5814444871302343,72884,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(198, 184, 162)","(18, 46, 198)",72884
PL10_2.TIF,5,93.564329,37.016894313663464,12.723118695756186,9.395879827893964,2420.6057684019997,2741.1229313911394,"(215, 202, 182)","(18, 39, 215)",0.5283464057921048,92816,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(198, 186, 168)","(18, 39, 198)",92816
PL10_2.TIF,6,103.046164875,38.889983956037675,13.167158691774125,9.99221587586965,2652.7444581401264,720.241190741719,"(221, 208, 187)","(19, 39, 221)",0.6174630484085399,102222,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(204, 192, 172)","(19, 40, 204)",102222
PL10_2.TIF,7,101.80826412500001,38.60516858877352,13.123071309456229,9.92889165649309,2772.247638473573,1518.7528070974513,"(215, 202, 180)","(19, 42, 215)",0.5768560508545062,100994,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(199, 186, 166)","(18, 42, 199)",100994
PL10_2.TIF,8,98.288109875,38.15296474695749,12.9463379018097,9.715345209629277,3010.6758630592194,931.2706918832434,"(222, 209, 188)","(19, 39, 222)",0.5876316004243859,97502,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(206, 195, 174)","(20, 40, 206)",97502
PL10_2.TIF,9,100.08447725,38.63598395603767,13.531616817566634,9.469670881301356,3157.9183654969584,2170.8001389952055,"(218, 206, 186)","(19, 37, 218)",0.5933383022440675,99284,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(202, 191, 172)","(19, 38, 202)",99284
PL10_2.TIF,10,85.9111185,35.319671262767244,11.740413849963321,9.34142656758288,3529.1352670609217,2152.4874917863513,"(215, 201, 178)","(19, 44, 215)",0.6050760349197409,85224,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(199, 186, 164)","(19, 45, 199)",85224
PL10_2.TIF,11,72.159129875,32.542400716690196,11.081675148904692,8.328411635124194,3566.0278142549805,763.3305579614987,"(214, 200, 180)","(18, 41, 214)",0.626372551758822,71582,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(199, 186, 166)","(18, 42, 199)",71582
PL10_2.TIF,12,95.59658300000001,37.64045194090402,13.090994418078573,9.325715599460445,3713.025877340982,1180.9836658511895,"(218, 206, 184)","(19, 40, 218)",0.5864897924751139,94832,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL10_2.TIF,"(201, 190, 170)","(19, 39, 201)",94832
PL11_1.TIF,1,246.79486931250003,63.54461947463826,23.77757189454311,13.392477536073901,1123.1295803873033,1700.6588078637044,"(72, 6, 8)","(179, 234, 72)",0.7289325670591984,244821,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL11_1.TIF,"(87, 30, 27)","(2, 176, 87)",244821
PL11_1.TIF,2,266.5024911875,66.5264759340565,25.185522622597222,13.699557877458458,1687.0796078238536,2274.068063441149,"(65, 5, 9)","(178, 235, 65)",0.5909582227866089,264371,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL11_1.TIF,"(84, 34, 34)","(0, 152, 84)",264371
PL11_1.TIF,3,284.5427776875,68.35917710187881,25.394181269098404,14.580942876930152,1972.5075584464355,712.5889459270833,"(73, 8, 10)","(179, 227, 73)",0.7668844546055259,282267,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL11_1.TIF,"(96, 43, 40)","(2, 149, 96)",282267
PL11_1.TIF,4,818.250379625,223.85351688062855,60.79297034167638,26.506886343317,2273.0075803308096,1392.4518039782877,"(52, 13, 15)","(178, 191, 52)",0.6186498914280703,811706,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL11_1.TIF,"(94, 64, 57)","(6, 100, 94)",811706
PL11_1.TIF,5,271.99340762500003,66.48950527519644,24.612236889631063,14.27388735773418,2320.9680858949364,2526.9532277312856,"(63, 15, 16)","(179, 194, 63)",0.6662308574758271,269818,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL11_1.TIF,"(98, 61, 55)","(4, 112, 98)",269818
PL11_1.TIF,6,147.449301875,48.716528777224774,18.081632162873877,10.455794744807356,2805.9623162644425,613.7076775825528,"(78, 15, 11)","(2, 219, 78)",0.5003965269706707,146270,/content/drive/MyDrive/datasCo/Imagenes_Scaner/PL_cropped/PL11_1.TIF,"(109, 63, 52)","(6, 133, 109)",146270
